Date,Open,High,Low,Close,Volume
1980-03-17,0.0,1.0911929987404152,1.0675570401544783,1.0714962482452393,62775
1980-03-18,0.0,1.0872542305904382,1.0714968817388788,1.0793755054473877,64125
1980-03-19,0.0,1.0990715231234585,1.0872534941311836,1.0951321125030518,40500
1980-03-20,0.0,1.0951327898479226,1.0833149564152067,1.0872541666030884,18900
1980-03-21,0.0,1.1108895540237427,1.0872536945511984,1.1108895540237427,97200
1980-03-24,0.0,1.1030115939556782,1.083315134048462,1.083315134048462,90450
1980-03-25,0.0,1.0872542305904382,1.0754362950276748,1.0793755054473877,72225
1980-03-26,0.0,1.0951327898479226,1.0714968186788842,1.0872541666030884,31725
1980-03-27,0.0,1.0833150201707251,1.047861010613352,1.0793755054473877,62100
1980-03-28,0.0,1.0793751653039723,1.0478606804010937,1.0675573348999023,84375
1980-03-31,0.0,1.1030113085465079,1.0793753396177475,1.0990720987319946,55350
1980-04-01,0.0,1.118768761016961,1.0793754419237185,1.0872541666030884,126225
1980-04-02,0.0,1.1266474723815918,1.0951328755028311,1.1266474723815918,58725
1980-04-03,0.0,1.1817974837129501,1.1502827015651953,1.169979453086853,311175
1980-04-07,0.0,1.1975548664614506,1.1660400831981137,1.1778581142425537,115425
1980-04-08,0.0,1.1699802751434225,1.158162236213684,1.158162236213684,218025
1980-04-09,0.0,1.150283058974196,1.1187685713379103,1.1424044370651245,181575
1980-04-10,0.0,1.1739192454205085,1.1424044530399795,1.1660404205322266,191700
1980-04-11,0.0,1.1896765908935132,1.1621012109571252,1.1660404205322266,112050
1980-04-14,0.0,1.1660402393126226,1.1542224095549412,1.1621010303497314,18900
1980-04-15,0.0,1.1542220477541343,1.1345252990722656,1.1345252990722656,63450
1980-04-16,0.0,1.1542223691940308,1.1424042355460946,1.1542223691940308,30375
1980-04-17,0.0,1.1463433279944923,1.130586091344153,1.1345252990722656,43875
1980-04-18,0.0,1.146344133468771,1.1266474723815918,1.1266474723815918,27675
1980-04-21,0.0,1.1227080676607553,1.0872540635503516,1.0990720987319946,83700
1980-04-22,0.0,1.1345252990722656,1.0872534876867754,1.1345252990722656,122850
1980-04-23,0.0,1.1345252990722656,1.1069501349341717,1.1345252990722656,132300
1980-04-24,0.0,1.1345260962426462,1.1108901232249397,1.1266474723815918,209250
1980-04-25,0.0,1.122707686628998,1.1069503455461436,1.1108895540237427,21600
1980-04-28,0.0,1.1424039173974352,1.1227074730189832,1.1345252990722656,141750
1980-04-29,0.0,1.1424050931298992,1.130587254914017,1.1384658813476562,45225
1980-04-30,0.0,1.1542228514139303,1.1266474652067617,1.1502833366394043,85050
1980-05-01,0.0,1.1778580725479266,1.1542222141647058,1.169979453086853,48600
1980-05-02,0.0,1.1896764654667418,1.1621010884376068,1.181797742843628,49950
1980-05-05,0.0,1.2448270320892334,1.1975551990850872,1.2448270320892334,621675
1980-05-06,0.0,1.268463681634908,1.2251310348510742,1.2251310348510742,143775
1980-05-07,0.0,1.2605843773802945,1.2251303758340366,1.2448270320892334,483975
1980-05-08,0.0,1.2566446445992845,1.2330087829325966,1.2408874034881592,36450
1980-05-09,0.0,1.2330095767974854,1.217252224106594,1.2330095767974854,24975
1980-05-12,0.0,1.233009517012795,1.201494914593621,1.2290703058242798,27000
1980-05-13,0.0,1.240888287183688,1.2172523072501944,1.2251310348510742,40500
1980-05-14,0.0,1.2448275563165863,1.2290703058242798,1.2290703058242798,61425
1980-05-15,0.0,1.2369490755351076,1.2172523072501944,1.2251310348510742,37125
1980-05-16,0.0,1.2251297615646841,1.2133118345976825,1.2211904525756836,11475
1980-05-19,0.0,1.2605843190679076,1.2211910083797786,1.2487661838531494,51300
1980-05-20,0.0,1.2487669133499948,1.2251310348510742,1.2251310348510742,85725
1980-05-21,0.0,1.2290694331589962,1.2093726811596008,1.2172513008117676,40500
1980-05-22,0.0,1.236948931070433,1.2054343286512588,1.2290703058242798,143775
1980-05-23,0.0,1.2527056540175046,1.233008997762308,1.2448270320892334,113400
1980-05-27,0.0,1.2448276166742953,1.2330095767974854,1.2330095767974854,57375
1980-05-28,0.0,1.2527046203613281,1.2369473895067007,1.2527046203613281,135000
1980-05-29,0.0,1.2566444603725286,1.2172512619353413,1.236948013305664,108675
1980-05-30,0.0,1.2330095767974854,1.2093735984784315,1.2330095767974854,80325
1980-06-02,0.0,1.2487669133499948,1.2172523072501944,1.2251310348510742,107325
1980-06-03,0.0,1.2369489910461329,1.2211916383552415,1.2330095767974854,101250
1980-06-04,0.0,1.2645233869552612,1.2290695938842247,1.2645233869552612,143100
1980-06-05,0.0,1.2763417186693327,1.2605844736099243,1.2605844736099243,95850
1980-06-06,0.0,1.323612928390503,1.2566443643021927,1.323612928390503,205875
1980-06-09,0.0,1.288159753898415,1.252705749645694,1.2605844736099243,150525
1980-06-10,0.0,1.2842197982221748,1.2487658089596412,1.280280590057373,110700
1980-06-11,0.0,1.3314913760452955,1.2684622356936623,1.3039162158966064,140400
1980-06-12,0.0,1.29997718334198,1.2684626040153204,1.29997718334198,178200
1980-06-13,0.0,1.3551276922225952,1.2999772515817898,1.3551276922225952,196425
1980-06-16,0.0,1.339370424828741,1.2999772247735382,1.3078558444976807,298350
1980-06-17,0.0,1.3078558444976807,1.2920985036149053,1.3078558444976807,344250
1980-06-18,0.0,1.3078557572523692,1.2724017679898356,1.280280590057373,129600
1980-06-19,0.0,1.272401800608095,1.2251299827703677,1.236948013305664,83025
1980-06-20,0.0,1.2448275563165863,1.2211915791435652,1.2290703058242798,207225
1980-06-23,0.0,1.2487669133499948,1.2093736810838875,1.2251310348510742,557550
1980-06-24,0.0,1.2605844736099243,1.2290698820565815,1.2605844736099243,174150
1980-06-25,0.0,1.2684627987309902,1.2487660441558535,1.2645233869552612,294300
1980-06-26,0.0,1.2684630961396284,1.2566449594760196,1.2605844736099243,791775
1980-06-27,0.0,1.2684627987309902,1.256644664838306,1.2645233869552612,104625
1980-06-30,0.0,1.2684630961396284,1.2369485045862856,1.2605844736099243,85050
1980-07-01,0.0,1.26452368344025,1.2487663369463156,1.2605844736099243,89100
1980-07-02,0.0,1.2645233869552612,1.2527054559315824,1.2645233869552612,89100
1980-07-03,0.0,1.2684623003005981,1.2605836827139745,1.2684623003005981,550125
1980-07-07,0.0,1.2763409178872216,1.2605836827139745,1.2684623003005981,144450
1980-07-08,0.0,1.2763409178872216,1.2566441710517375,1.2684623003005981,148500
1980-07-09,0.0,1.2881594518716242,1.2645233869552612,1.2645233869552612,89100
1980-07-10,0.0,1.2881597115526233,1.2605844321706172,1.2763416767120361,39150
1980-07-11,0.0,1.2881592092559433,1.2763411790236043,1.280280590057373,33750
1980-07-14,0.0,1.323612928390503,1.276341114166701,1.323612928390503,90450
1980-07-15,0.0,1.3275524952425273,1.3039166360700996,1.3078558444976807,289575
1980-07-16,0.0,1.3275526762008667,1.2920986797405203,1.3275526762008667,103950
1980-07-17,0.0,1.3354320526123047,1.3236139127569133,1.3354320526123047,58725
1980-07-18,0.0,1.3472496271133423,1.3314923808515102,1.3472496271133423,127575
1980-07-21,0.0,1.4142178297042847,1.343310038628703,1.4142178297042847,816750
1980-07-22,0.0,1.414217812183615,1.3630064725875854,1.3630064725875854,253800
1980-07-23,0.0,1.3551278489941296,1.323613264367325,1.3275526762008667,112050
1980-07-24,0.0,1.3393712635065123,1.3314926388489896,1.3354320526123047,43875
1980-07-25,0.0,1.3354314782266248,1.311795512985626,1.3196741342544556,182925
1980-07-28,0.0,1.3236130839459657,1.3078558444976807,1.3078558444976807,29025
1980-07-29,0.0,1.319674156206415,1.3078561226720749,1.3157347440719604,81675
1980-07-30,0.0,1.3196741342544556,1.3078561009167011,1.3196741342544556,52650
1980-07-31,0.0,1.3196741342544556,1.3078561009167011,1.3196741342544556,125550
1980-08-01,0.0,1.3236130839459657,1.3078558444976807,1.3078558444976807,72900
1980-08-04,0.0,1.303917370998582,1.2802813970696925,1.2960387468338013,100575
1980-08-05,0.0,1.2999771380537988,1.280280590057373,1.280280590057373,17550
1980-08-06,0.0,1.2920982203585147,1.2802803947975188,1.2881590127944946,41850
1980-08-07,0.0,1.311795255794242,1.2842198838907628,1.3078558444976807,137025
1980-08-08,0.0,1.3236130417611094,1.29997718334198,1.29997718334198,126225
1980-08-11,0.0,1.2920989990234375,1.2802811663405942,1.2920989990234375,63450
1980-08-12,0.0,1.3117959951633626,1.2920992318823161,1.2960387468338013,85050
1980-08-13,0.0,1.2960377322259387,1.2842196023615386,1.2881590127944946,73575
1980-08-14,0.0,1.2920989990234375,1.2724023407266212,1.2920989990234375,127575
1980-08-15,0.0,1.323612928390503,1.299977071995841,1.323612928390503,167400
1980-08-18,0.0,1.3236130839459657,1.2999772247735382,1.3078558444976807,149175
1980-08-19,0.0,1.3039162158966064,1.2881588800914694,1.3039162158966064,70200
1980-08-20,0.0,1.29997718334198,1.2881592541324152,1.29997718334198,16875
1980-08-21,0.0,1.3078554230548187,1.2881588800914694,1.3039162158966064,64800
1980-08-22,0.0,1.3078558444976807,1.2999772247735382,1.3078558444976807,45900
1980-08-25,0.0,1.3196738755183846,1.3039166360700996,1.3078558444976807,24300
1980-08-26,0.0,1.3314916486232018,1.3078556907940617,1.323612928390503,50625
1980-08-27,0.0,1.3117959951633626,1.2960387468338013,1.2960387468338013,96525
1980-08-28,0.0,1.3078565496367167,1.284220576286316,1.284220576286316,114075
1980-08-29,0.0,1.3078563459477963,1.2763417535336077,1.2920989990234375,20925
1980-09-02,0.0,1.3157342039098234,1.2920982479791716,1.3117949962615967,29025
1980-09-03,0.0,1.3590666055679321,1.323612626201351,1.3590666055679321,125550
1980-09-04,0.0,1.3590671192577446,1.3433098793029785,1.3433098793029785,45900
1980-09-05,0.0,1.3472498881640347,1.3354320526123047,1.3354320526123047,84375
1980-09-08,0.0,1.3472490878571766,1.3354312593255955,1.3433098793029785,63450
1980-09-09,0.0,1.3275522325923845,1.3117949962615967,1.3117949962615967,95850
1980-09-10,0.0,1.3393702674214225,1.3157343095922822,1.323612928390503,151200
1980-09-11,0.0,1.3472496271133423,1.3275530692860522,1.3472496271133423,250425
1980-09-12,0.0,1.3551277078345596,1.3314918479024105,1.3433098793029785,56700
1980-09-15,0.0,1.355127749132927,1.347249128915438,1.3511885404586792,538650
1980-09-16,0.0,1.3511884992803616,1.3354312593255955,1.3433098793029785,197100
1980-09-17,0.0,1.3551282502442583,1.3472496271133423,1.3472496271133423,57375
1980-09-18,0.0,1.3590671606761682,1.3511885404586792,1.3511885404586792,65475
1980-09-19,0.0,1.3551282502442583,1.3433104169824184,1.3472496271133423,217350
1980-09-22,0.0,1.3511884992803616,1.307855886535768,1.3433098793029785,126900
1980-09-23,0.0,1.3590676632442504,1.3196744461551362,1.3472496271133423,139050
1980-09-24,0.0,1.3472494689543653,1.3117956690273058,1.339370846748352,276075
1980-09-25,0.0,1.347249308695359,1.3196741342544556,1.3196741342544556,1603800
1980-09-26,0.0,1.2999780625585182,1.2566453218460083,1.2566453218460083,152550
1980-09-29,0.0,1.2566444603725286,1.236948013305664,1.236948013305664,120825
1980-09-30,0.0,1.2527055960695734,1.236948352941933,1.2487661838531494,27675
1980-10-01,0.0,1.2448266327062043,1.236948013305664,1.236948013305664,68175
