Date,Open,High,Low,Close,Volume
1986-03-13,0.05459446010414376,0.06262312960107068,0.05459446010414376,0.05994649603962898,1031788800
1986-03-14,0.05994647631906304,0.06315831241745694,0.05994647631906304,0.0620872899889946,308160000
1986-03-17,0.0620873031946993,0.063693529382282,0.0620873031946993,0.06315832585096359,133171200
1986-03-18,0.06315832989938784,0.06369353346501258,0.06101690004322193,0.061552103608846664,67766400
1986-03-19,0.06155212342321613,0.06208732716112939,0.05994651220947633,0.0604817159473896,47894400
1986-03-20,0.060481708210653275,0.060481708210653275,0.05834089353285027,0.058876097202301025,58435200
1986-03-21,0.058876066270275126,0.059946473046811444,0.05620004932893434,0.05727045610547066,59990400
1986-03-24,0.05727046644141211,0.05727046644141211,0.05512965250197406,0.05566485598683357,65289600
1986-03-25,0.05566486628290575,0.05673527345061302,0.05512966269905211,0.05673527345061302,32083200
1986-03-26,0.05673526311031995,0.058876077055560166,0.056200059624009896,0.05834087356925011,22752000
1986-03-27,0.05834086923870281,0.05941127613186836,0.05834086923870281,0.05941127613186836,16848000
1986-03-31,0.059411300871751775,0.059411300871751775,0.05780568986339951,0.058876097202301025,12873600
1986-04-01,0.058876077055560166,0.058876077055560166,0.058340873569250114,0.05834087356925011,11088000
1986-04-02,0.05834089353285027,0.059946504541202525,0.05834089353285027,0.058876097202301025,27014400
1986-04-03,0.05941127613186836,0.061016886471616696,0.05941127613186836,0.05941127613186836,23040000
1986-04-04,0.05941127613186836,0.05994647957845114,0.05941127613186836,0.05941127613186836,26582400
1986-04-07,0.05941128054187022,0.05994648402818027,0.05727046659663,0.05834087356925011,16560000
1986-04-08,0.05834089353285027,0.059946504541202525,0.05834089353285027,0.058876097202301025,10252800
1986-04-09,0.05887608885253194,0.06048169963317751,0.05887608885253194,0.05994649603962898,12153600
1986-04-10,0.05994651220947633,0.061016919685302866,0.058876104733649806,0.0604817159473896,13881600
1986-04-11,0.06101690004322193,0.0626231263337631,0.06101690004322193,0.061552103608846664,17222400
1986-04-14,0.06155208657151171,0.06262310899997404,0.06155208657151171,0.0620872899889946,12153600
1986-04-15,0.0620872899889946,0.0620872899889946,0.05994647631906304,0.0620872899889946,9302400
1986-04-16,0.06208730604688761,0.06476393942006721,0.061552102490982835,0.06422873586416245,31910400
1986-04-17,0.0642287225248494,0.06476392596960068,0.0642287225248494,0.06476392596960068,22003200
1986-04-18,0.06476391950863673,0.06476391950863673,0.06208728695837802,0.06262310594320297,21628800
1986-04-21,0.06262310594320297,0.06315830933456142,0.06101688017566115,0.06262310594320297,22924800
1986-04-22,0.0626231263337631,0.0626231263337631,0.06155210360884667,0.061552103608846664,15552000
1986-04-23,0.061552114031592726,0.0620873176878446,0.06101691037534085,0.061819713562726974,15609600
1986-04-24,0.06181971120723776,0.06904557818207692,0.06155211168629973,0.06797517091035843,62352000
1986-04-25,0.06851036640984229,0.07520102895423088,0.06851036640984229,0.07225740700960159,85795200
1986-04-28,0.07225743062075946,0.07332783811512616,0.07172161127970031,0.07279263436794281,28886400
1986-04-29,0.0727926032590545,0.0727926032590545,0.07011597007315676,0.07065117359161377,30326400
1986-04-30,0.07065119951872549,0.07118640323358803,0.06743997722955025,0.06904558837413788,30902400
1986-05-01,0.06904557818207692,0.06904557818207692,0.06690476363863992,0.06797517091035843,54345600
1986-05-02,0.06797517091035843,0.06904557818207692,0.06743996727449918,0.06797517091035843,20246400
1986-05-05,0.06797516952874005,0.06797516952874005,0.067439965903759,0.067439965903759,3254400
1986-05-06,0.06797517091035843,0.06904557818207692,0.06797517091035843,0.06797517091035843,9734400
1986-05-07,0.06797517091035843,0.06851037454621767,0.06690476363863992,0.06797517091035843,5155200
1986-05-08,0.06797513530850739,0.06851033866405487,0.06743993195295991,0.06851033866405487,3542400
1986-05-09,0.06851037454621767,0.06851037454621767,0.06797517091035843,0.06797517091035843,6076800
1986-05-12,0.06797513530850739,0.07011594873069732,0.06797513530850739,0.06851033866405487,10483200
1986-05-13,0.06851038465927534,0.06958079208900042,0.06851038465927534,0.06904558837413788,3830400
1986-05-14,0.06904554201960235,0.06904554201960235,0.06851033866405487,0.06851033866405487,9302400
1986-05-15,0.06851033866405487,0.06958074537514984,0.06851033866405487,0.06851033866405487,3801600
1986-05-16,0.06851038465927534,0.07065119951872549,0.06851038465927534,0.06904558837413788,11952000
1986-05-19,0.06904557818207692,0.06904557818207692,0.06743996727449918,0.06797517091035843,11001600
1986-05-20,0.06797516952874005,0.06797516952874005,0.06690476227877795,0.067439965903759,61977600
1986-05-21,0.06743997066670027,0.06797517432948003,0.06636956334114075,0.06636956334114075,8092800
1986-05-22,0.06636956334114075,0.0669047670039205,0.06636956334114075,0.06636956334114075,4406400
1986-05-23,0.06636956334114075,0.06743997066670027,0.06636956334114075,0.06636956334114075,4089600
1986-05-27,0.06636952524186494,0.06851033866405487,0.06636952524186494,0.06851033866405487,13881600
1986-05-28,0.06851035951778574,0.07065117359161377,0.06851035951778574,0.07065117359161377,15523200
1986-05-29,0.07065118069903353,0.07332781415419722,0.07011597712673572,0.07225740700960159,45676800
1986-05-30,0.07279262478624157,0.0760038468466482,0.07279262478624157,0.07493343949317932,27072000
1986-06-02,0.07493344935667623,0.07493344935667623,0.07279263436794281,0.07279263436794281,19728000
1986-06-03,0.07279263436794281,0.07279263436794281,0.07172161127970031,0.07279263436794281,5011200
1986-06-04,0.07279261058189941,0.07332781415419722,0.07172158784362916,0.07225740700960159,4723200
1986-06-05,0.072257380469049,0.07332778722047806,0.07172156149988597,0.07332778722047806,13708800
1986-06-06,0.07332778722047806,0.07332778722047806,0.072257380469049,0.07332778722047806,3427200
1986-06-09,0.07332782859682002,0.07332782859682002,0.07011599093675613,0.07011599093675613,12672000
1986-06-10,0.07011599093675613,0.07011599093675613,0.06904558358133346,0.07011599093675613,3427200
1986-06-11,0.07011599093675613,0.07011599093675613,0.06904558358133346,0.07011599093675613,2304000
1986-06-12,0.07011598402866426,0.07011598402866426,0.06690476227877795,0.067439965903759,13708800
1986-06-13,0.067439965903759,0.06797516952874005,0.06690476227877795,0.067439965903759,7891200
1986-06-16,0.0674399720212698,0.06797517569479943,0.06636956467421055,0.06690476834774017,9590400
1986-06-17,0.06743996727449918,0.06904557818207692,0.06743996727449918,0.06797517091035843,13075200
1986-06-18,0.06797516952874005,0.06797516952874005,0.0663695586537969,0.067439965903759,4348800
1986-06-19,0.0674399720212698,0.06797517569479943,0.06636956467421055,0.06690476834774017,8467200
1986-06-20,0.06690477414467746,0.06743997786457959,0.06690477414467746,0.06717237830162048,3801600
1986-06-23,0.06717236775356115,0.06797517091035843,0.06583435636692143,0.06797517091035843,46195200
1986-06-24,0.06797516952874005,0.0685103731537211,0.06690476227877795,0.067439965903759,14572800
1986-06-25,0.06743997066670027,0.06797517432948003,0.06636956334114075,0.06636956334114075,15235200
1986-06-26,0.06636955008778152,0.06690475364368628,0.06422873586416245,0.06422873586416245,19152000
1986-06-27,0.06422874942765046,0.06476395309657672,0.06315834208979797,0.06369354575872421,10396800
1986-06-30,0.06369353651881973,0.06743996165781646,0.06315833292753448,0.06583435088396072,62352000
1986-07-01,0.06583435088396072,0.06583435088396072,0.06529914729267547,0.06583435088396072,47577600
1986-07-02,0.06583435088396072,0.06583435088396072,0.06529914729267547,0.06583435088396072,52617600
1986-07-03,0.06636956467421055,0.0674399720212698,0.06636956467421055,0.06690476834774017,14140800
1986-07-07,0.06690475364368628,0.06690475364368628,0.06422873586416245,0.06422873586416245,14054400
1986-07-08,0.06422871611727829,0.06422871611727829,0.06208728695837802,0.06262310594320297,14256000
1986-07-09,0.06262312960107068,0.06262312960107068,0.05941129244608046,0.05994649603962898,46137600
1986-07-10,0.05994648402818027,0.060481687514490325,0.05566485613769984,0.05834087356925011,46886400
1986-07-11,0.05834088525898342,0.06101690322672603,0.05834088525898342,0.05994649603962898,17395200
1986-07-14,0.058340870735094086,0.060481684576335154,0.058340870735094086,0.05914367362856865,28598400
1986-07-15,0.05914368835231479,0.06101690322672603,0.05834088525898342,0.05994649603962898,13190400
1986-07-16,0.06048167973654593,0.0620872899889946,0.06048167973654593,0.0620872899889946,9360000
1986-07-17,0.0620873031946993,0.06315832585096359,0.0615520996633809,0.06315832585096359,6940800
1986-07-18,0.06315834208979797,0.06422874942765046,0.061552115489233436,0.06369354575872421,12326400
1986-07-21,0.06369354575872421,0.06476395309657672,0.06369354575872421,0.06369354575872421,3513600
1986-07-22,0.06369353651881973,0.06583435088396072,0.06369353651881973,0.06583435088396072,10512000
1986-07-23,0.06583434653187675,0.06690475364368628,0.06422873586416245,0.06422873586416245,20793600
1986-07-24,0.06529915601558124,0.06743997066670027,0.06529915601558124,0.06636956334114075,14140800
1986-07-25,0.06636956467421055,0.0674399720212698,0.06636956467421055,0.06690476834774017,20448000
1986-07-28,0.06690475661641652,0.06690475661641652,0.0652991458773613,0.0652991458773613,11808000
1986-07-29,0.06529915676550296,0.06583436043442921,0.06262313842087171,0.06369354575872421,14054400
1986-07-30,0.06369353346501258,0.06369353346501258,0.05941128934634771,0.061552103608846664,26409600
1986-07-31,0.061552117187097834,0.062087320870787235,0.061016913503408425,0.06101691350340843,15638400
1986-08-01,0.061016919685302866,0.06155212342321613,0.05994651220947633,0.0604817159473896,12902400
1986-08-04,0.060481715947389596,0.060481715947389596,0.058876104733649806,0.0604817159473896,12441600
1986-08-05,0.06048169963317751,0.06101690322672603,0.05994649603962899,0.05994649603962898,2822400
1986-08-06,0.05994647957845114,0.06048168302503392,0.05834086923870281,0.05941127613186836,18316800
1986-08-07,0.059411300871751775,0.059946504541202525,0.05834089353285027,0.058876097202301025,3657600
1986-08-08,0.05887607268528559,0.06048168302503392,0.05887607268528559,0.05941127613186836,4147200
1986-08-11,0.06048169647759719,0.06208730717447141,0.06048169647759719,0.061552103608846664,7948800
1986-08-12,0.0615520996633809,0.06315832585096359,0.0615520996633809,0.06315832585096359,9993600
1986-08-13,0.06315834208979797,0.06369354575872421,0.06262313842087171,0.06369354575872421,6883200
1986-08-14,0.06369353513830606,0.06583434945704637,0.06369353513830606,0.0652991458773613,20131200
1986-08-15,0.06529915914063376,0.06583436282902701,0.06476395545224051,0.0655667632818222,6105600
1986-08-18,0.06556673343371838,0.06583433285910324,0.06476392596960068,0.06476392596960068,12787200
1986-08-19,0.06476392596960068,0.0650315299889671,0.06369351908009811,0.06476392596960068,20390400
1986-08-20,0.06476393942006721,0.06476393942006721,0.06422873586416245,0.06422873586416245,20764800
1986-08-21,0.06422873586416245,0.06529914297597197,0.06422873586416245,0.06422873586416245,49536000
1986-08-22,0.06422873291360039,0.06476393644491879,0.0620873031946993,0.06315832585096359,5760000
1986-08-25,0.06315832585096359,0.06315832585096359,0.0620873031946993,0.06315832585096359,2419200
1986-08-26,0.06315830933456142,0.06315830933456142,0.06262310594320297,0.06262310594320297,10857600
1986-08-27,0.06262310594320297,0.06315830933456142,0.06208728695837802,0.06262310594320297,9532800
1986-08-28,0.06262310594320297,0.06315830933456142,0.06262310594320297,0.06262310594320297,3427200
1986-08-29,0.06262314014827938,0.06315834383196879,0.05994650613602962,0.06101691350340843,25430400
1986-09-02,0.061016886471616696,0.061016886471616696,0.05860846866500342,0.05941127613186836,5212800
1986-09-03,0.05887606033002808,0.05887606033002808,0.05620004365868159,0.05780565366148949,18316800
1986-09-04,0.05887606661022739,0.06262310594320297,0.05887606661022739,0.06262310594320297,39427200
1986-09-05,0.0626231279789359,0.0652991458773613,0.062087308805567704,0.0652991458773613,26352000
1986-09-08,0.06529912941435197,0.06583433285910324,0.06476392596960068,0.06476392596960068,9619200
1986-09-09,0.06476394370139023,0.06743996165781646,0.06476394370139023,0.06583435088396072,37526400
1986-09-10,0.06583433285910324,0.06636953630385453,0.06476392596960068,0.06476392596960068,10886400
1986-09-11,0.0647639226699056,0.0652991260873885,0.0620872899889946,0.0620872899889946,35654400
1986-09-12,0.06208732716112939,0.06262314649290777,0.060481715947389596,0.0604817159473896,24451200
1986-09-15,0.06048169647759719,0.06155210360884667,0.05941128934634771,0.061552103608846664,22492800
1986-09-16,0.06155210360884667,0.06208730717447141,0.06048169647759719,0.061552103608846664,5184000
1986-09-17,0.0615520996633809,0.06422873291360039,0.0610168961320625,0.06315832585096359,8035200
1986-09-18,0.06315834208979797,0.06476395309657672,0.06315834208979797,0.06369354575872421,5356800
1986-09-19,0.06369354575872421,0.06422874942765046,0.06315834208979797,0.06369354575872421,2505600
1986-09-22,0.063693529382282,0.063693529382282,0.06315832585096359,0.06315832585096359,4492800
1986-09-23,0.06315832875235292,0.06476393942006721,0.06315832875235292,0.06422873586416245,5961600
1986-09-24,0.06422875396916772,0.06422875396916772,0.06315834655562835,0.0634259507060051,4780800
1986-09-25,0.06342591642318904,0.06369351583493983,0.0620872899889946,0.0620872899889946,5155200
1986-09-26,0.0620872899889946,0.06262310899997404,0.06155208657151171,0.0620872899889946,2332800
1986-09-29,0.06208732716112939,0.06208732716112939,0.060481715947389596,0.0604817159473896,6192000
